Gene	fdr	slfc	significant	sig_up	sig_down
AURKAIP1	2.361655206186697e-4	-0.4775868058204651	FALSE	FALSE	FALSE
CCNL2	2.242292795884282e-9	0.5350794792175293	FALSE	FALSE	FALSE
MRPL20-AS1	0.21679134666919708	0.17262494564056396	FALSE	FALSE	FALSE
MRPL20	1.4640446579505806e-6	-0.5151504278182983	FALSE	FALSE	FALSE
ENSG00000301639	0.8350209593772888	-0.07960819453001022	FALSE	FALSE	FALSE
MRPL20-DT	0.5258614420890808	0.15795372426509857	FALSE	FALSE	FALSE
ANKRD65	0.14230464398860931	-0.4374553263187408	FALSE	FALSE	FALSE
ANKRD65-AS1	0.9405885338783264	0.0191838126629591	FALSE	FALSE	FALSE
TMEM88B	0.8692542314529419	0.01900732703506946	FALSE	FALSE	FALSE
LINC01770	0.8801677227020264	-0.01396738551557064	FALSE	FALSE	FALSE
VWA1	9.25119747989811e-5	-0.7217282056808472	FALSE	FALSE	FALSE
ATAD3C	0.96002960205078125	0.01648403145372867	FALSE	FALSE	FALSE
ATAD3B	0.05939499288797378	-0.25685515999794006	FALSE	FALSE	FALSE
ENSG00000290916	0.6193761229515076	-0.1759694367647171	FALSE	FALSE	FALSE
ATAD3A	0.02438550628721714	-0.2860265374183655	FALSE	FALSE	FALSE
TMEM240	0.8675888180732727	0.05266391485929489	FALSE	FALSE	FALSE
SSU72	0.05763751268386841	-0.2423982173204422	FALSE	FALSE	FALSE
SSU72-AS1	0.4111380875110626	-0.2054673284292221	FALSE	FALSE	FALSE
FNDC10	0.918401539325714	-0.02618730254471302	FALSE	FALSE	FALSE
ENSG00000286989	0.9605499505996704	-0.0203553419560194	FALSE	FALSE	FALSE
ENSG00000272106	0.06386418640613556	0.3576427698135376	FALSE	FALSE	FALSE
MIB2	0.00239282101392745	0.36651167273521423	FALSE	FALSE	FALSE
MMP23B	0.8672628998756409	0.06030347943305969	FALSE	FALSE	FALSE
CDK11B	0.8726933002471924	0.02643786743283271	FALSE	FALSE	FALSE
ENSG00000272004	0.9657905697822572	-0.01332093030214309	FALSE	FALSE	FALSE
SLC35E2B	0.5010572075843811	-0.07779978960752487	FALSE	FALSE	FALSE
ENSG00000310190	0.3442513644695282	0.0903180167078972	FALSE	FALSE	FALSE
ENSG00000310238	0.284762442111969	0.3350493013858795	FALSE	FALSE	FALSE
CDK11A	0.396087259054184	0.1812012493610382	FALSE	FALSE	FALSE
ENSG00000268575	0.4360443949699402	0.16214095056056976	FALSE	FALSE	FALSE
ENSG00000293188	0.406665563583374	0.1657342165708542	FALSE	FALSE	FALSE
ENSG00000290854	0.8740742206573486	0.05217968299984932	FALSE	FALSE	FALSE
NADK	0.00184025091584771	0.2919853627681732	FALSE	FALSE	FALSE
ENSG00000302550	0.9302793145179749	-0.02444656938314438	FALSE	FALSE	FALSE
GNB1	2.111421781592071e-5	-0.3621789216995239	FALSE	FALSE	FALSE
GNB1-DT	0.9662110805511476	0.01673353835940361	FALSE	FALSE	FALSE
ENSG00000306476	0.2755511701107025	0.11458472162485124	FALSE	FALSE	FALSE
CALML6	2.2533761512022463e-4	0.9573950171470642	FALSE	FALSE	FALSE
TMEM52	0.5410119891166687	0.1634875237941742	FALSE	FALSE	FALSE
PRKCZ	0.0992552414536476	0.3864067196846008	FALSE	FALSE	FALSE
PRKCZ-AS1	0.7348498106002808	-0.09106092154979706	FALSE	FALSE	FALSE
FAAP20	0.00980366207659244	-0.2870594263076782	FALSE	FALSE	FALSE
ENSG00000304038	0.10270160436630248	0.409566730260849	FALSE	FALSE	FALSE
SKI	1.7571423086337745e-5	0.34711137413978577	FALSE	FALSE	FALSE
ENSG00000287356	0.00255055632442235	0.7473743557929993	FALSE	FALSE	FALSE
MORN1	0.012367301620543	0.45585936307907104	FALSE	FALSE	FALSE
ENSG00000292993	0.00104892754461616	0.773409366607666	FALSE	FALSE	FALSE
ENSG00000272420	0.788992702960968	0.0744931697845459	FALSE	FALSE	FALSE
RER1	0.6761915683746338	0.0506991483271122	FALSE	FALSE	FALSE
PEX10	0.02214889042079448	-0.3125952482223511	FALSE	FALSE	FALSE
PLCH2	8.284232535515912e-7	1.1675843000411987	TRUE	TRUE	FALSE
PANK4	0.15986794233322144	0.1775534600019455	FALSE	FALSE	FALSE
ENSG00000272449	0.8337829113006592	-0.06709340214729309	FALSE	FALSE	FALSE
TNFRSF14-AS1	0.3510033190250397	0.1417834311723709	FALSE	FALSE	FALSE
TNFRSF14	1.6341926993845846e-6	1.048564076423645	TRUE	TRUE	FALSE
ENSG00000228037	0.6198119521141052	0.06070446595549583	FALSE	FALSE	FALSE
PRXL2B	0.10162553191184998	-0.21073471009731293	FALSE	FALSE	FALSE
MMEL1	0.6837905645370483	0.10552468150854112	FALSE	FALSE	FALSE
TTC34	0.4259849786758423	0.2011970281600952	FALSE	FALSE	FALSE
ENSG00000287828	0.4570824205875397	-0.18515072762966156	FALSE	FALSE	FALSE
ARHGEF16	0.9291704893112184	0.02167236059904098	FALSE	FALSE	FALSE
MEGF6	0.00776674970984458	-0.30320051312446594	FALSE	FALSE	FALSE
ENSG00000238260	0.13049495220184326	0.3341147005558014	FALSE	FALSE	FALSE
TPRG1L	0.7802073955535889	0.04422570392489433	FALSE	FALSE	FALSE
WRAP73	0.42094898223876953	-0.11698971688747406	FALSE	FALSE	FALSE
TP73	0.5802456736564636	-0.09017101675271988	FALSE	FALSE	FALSE
GFOD3P	0.6788296699523926	-0.0569290816783905	FALSE	FALSE	FALSE
SMIM1	0.02731476165354252	-0.6297385096549988	FALSE	FALSE	FALSE
LRRC47	0.9447304010391236	-0.01163663528859615	FALSE	FALSE	FALSE
ENSG00000272153	0.5782240033149719	-0.1241854876279831	FALSE	FALSE	FALSE
CEP104	0.24754415452480316	-0.1290208101272583	FALSE	FALSE	FALSE
DFFB	0.26596304774284363	-0.20231258869171145	FALSE	FALSE	FALSE
C1orf174	0.00671418523415923	-0.349307656288147	FALSE	FALSE	FALSE
LINC01134	0.1197870746254921	0.39704108238220215	FALSE	FALSE	FALSE
AJAP1	0.2986864447593689	0.17467723786830902	FALSE	FALSE	FALSE
NPHP4	0.20703184604644775	0.1916792988777161	FALSE	FALSE	FALSE
KCNAB2	6.785186856816948e-10	0.7589585781097412	FALSE	FALSE	FALSE
CHD5	9.802320438117168e-31	2.1641368865966797	TRUE	TRUE	FALSE
ENSG00000285629	4.6289670763144386e-8	-0.7067562341690063	FALSE	FALSE	FALSE
RPL22	7.299342286160028e-8	-0.6297877430915833	FALSE	FALSE	FALSE
RNF207-AS1	0.7281389832496643	0.11952223628759384	FALSE	FALSE	FALSE
RNF207	0.00738431187346577	0.49777039885520935	FALSE	FALSE	FALSE
ICMT	0.5967205166816711	0.06800924986600876	FALSE	FALSE	FALSE
ICMT-DT	0.2782920002937317	0.21541327238082889	FALSE	FALSE	FALSE
GPR153	0.14520242810249329	0.22098124027252197	FALSE	FALSE	FALSE
ACOT7	0.03072376362979412	-0.2475104779005051	FALSE	FALSE	FALSE
ENSG00000271746	0.8596056699752808	-0.03578764945268631	FALSE	FALSE	FALSE
HES2	4.6872455277480185e-4	0.8305878043174744	FALSE	FALSE	FALSE
ESPN	0.16100668907165527	0.19294123351573944	FALSE	FALSE	FALSE
TNFRSF25	1.4152741478756778e-10	0.9091946482658386	FALSE	FALSE	FALSE
PLEKHG5	9.255682331676951e-10	0.6312212347984314	FALSE	FALSE	FALSE
NOL9	0.12105725705623628	-0.19793401658535004	FALSE	FALSE	FALSE
ZBTB48	0.00387583882547915	0.393679678440094	FALSE	FALSE	FALSE
KLHL21	9.48797824094072e-5	0.3115067780017853	FALSE	FALSE	FALSE
ENSG00000295286	0.5593789219856262	-0.15030480921268463	FALSE	FALSE	FALSE
ENSG00000304810	0.8314899802207947	0.07710450142621994	FALSE	FALSE	FALSE
PHF13	0.02461840398609638	0.2629678547382355	FALSE	FALSE	FALSE
THAP3	0.7534499168395996	-0.04875586181879043	FALSE	FALSE	FALSE
DNAJC11	7.140172965591773e-5	-0.32880938053131104	FALSE	FALSE	FALSE
CAMTA1-DT	0.27418792247772217	-0.24374526739120483	FALSE	FALSE	FALSE
CAMTA1	1.624783507736538e-8	-0.7082107663154602	FALSE	FALSE	FALSE
VAMP3	0.7006474733352661	-0.04803518578410148	FALSE	FALSE	FALSE
ENSG00000269925	0.9633640646934508	-0.01674573123455047	FALSE	FALSE	FALSE
PER3	1.1066738079534844e-4	0.49716803431510925	FALSE	FALSE	FALSE
TNFRSF9	0.5759855508804321	0.10450641810894012	FALSE	FALSE	FALSE
PARK7	1.4903747796779498e-5	-0.5433164834976196	FALSE	FALSE	FALSE
ENSG00000299004	0.9959677457809448	8.434546762146056e-4	FALSE	FALSE	FALSE
ENSG00000284747	0.10790733247995377	-0.3265998065471649	FALSE	FALSE	FALSE
ERRFI1	0.9237651824951172	0.01201136782765388	FALSE	FALSE	FALSE
ERRFI1-DT	0.5301836729049683	0.10420984774827956	FALSE	FALSE	FALSE
LINC01714	0.9839246273040771	-0.00564851704984903	FALSE	FALSE	FALSE
SLC45A1	0.03793985024094581	0.3282802104949951	FALSE	FALSE	FALSE
RERE	6.922941338416422e-6	-0.3523876965045929	FALSE	FALSE	FALSE
ENO1	3.5945368209722155e-11	-0.6347695589065552	FALSE	FALSE	FALSE
ENO1-AS1	0.8992016315460205	-0.04419904202222824	FALSE	FALSE	FALSE
CA6	0.17661648988723755	0.23889139294624329	FALSE	FALSE	FALSE
SLC2A5	3.530331305228174e-4	0.93634831905365	FALSE	FALSE	FALSE
GPR157	0.7400873303413391	-0.07059843838214874	FALSE	FALSE	FALSE
MIR34AHG	0.15234921872615814	0.2422390580177307	FALSE	FALSE	FALSE
LNCTAM34A	5.272399866953492e-4	0.550851583480835	FALSE	FALSE	FALSE
ENSG00000301983	0.06287471950054169	0.5385913252830505	FALSE	FALSE	FALSE
ENSG00000301968	1.356033499178011e-5	0.9774729013442992	FALSE	FALSE	FALSE
H6PD	0.2689138352870941	-0.12042803317308426	FALSE	FALSE	FALSE
SPSB1	0.8166625499725342	-0.04422890394926071	FALSE	FALSE	FALSE
ENSG00000284652	0.45350363850593567	0.21235470473766327	FALSE	FALSE	FALSE
LINC02606	0.712616503238678	0.12105312198400496	FALSE	FALSE	FALSE
SLC25A33	0.08877775818109512	-0.26584017276763916	FALSE	FALSE	FALSE
TMEM201	0.08375545591115952	-0.2229871302843094	FALSE	FALSE	FALSE
PIK3CD	6.997427408350632e-5	-0.4224846661090851	FALSE	FALSE	FALSE
PIK3CD-AS2	0.06274916976690292	-0.5376664996147156	FALSE	FALSE	FALSE
CLSTN1	0.00615300610661506	0.2416689395904541	FALSE	FALSE	FALSE
CTNNBIP1	0.2966877818107605	-0.1519513875246048	FALSE	FALSE	FALSE
ENSG00000228150	0.610975980758667	0.1678891479969025	FALSE	FALSE	FALSE
LZIC	7.3501059887348674e-06	-0.437362939119339	FALSE	FALSE	FALSE
NMNAT1	0.4016494154930115	-0.11716111749410628	FALSE	FALSE	FALSE
ENSG00000241326	0.959449589252472	0.01881447993218898	FALSE	FALSE	FALSE
RBP7	0.778321385383606	0.08158023655414581	FALSE	FALSE	FALSE
UBE4B	9.889635257422924e-4	-0.2831675708293915	FALSE	FALSE	FALSE
KIF1B	0.8598827123641968	0.02716380171477794	FALSE	FALSE	FALSE
ENSG00000284642	0.16519200801849365	0.4124154448509216	FALSE	FALSE	FALSE
PGD	6.619281789355114e-10	-0.49703556299209595	FALSE	FALSE	FALSE
CENPS-CORT	0.02326891012489795	-0.4595372974872589	FALSE	FALSE	FALSE
CENPS	0.00221336190588772	-0.5497470498085022	FALSE	FALSE	FALSE
CORT	0.937444508075714	-0.02744342945516109	FALSE	FALSE	FALSE
DFFA	5.873890404473059e-5	-0.35758256912231445	FALSE	FALSE	FALSE
PEX14	0.28455182909965515	0.143425315618515	FALSE	FALSE	FALSE
CASZ1	0.11527688801288603	0.47173166275024414	FALSE	FALSE	FALSE
ENSG00000272078	0.12773281335830688	0.3070363402366638	FALSE	FALSE	FALSE
C1orf127	0.449278861284256	0.10992156714200974	FALSE	FALSE	FALSE
TARDBP	1.3430480612441895e-4	-0.3219667375087738	FALSE	FALSE	FALSE
MASP2	0.4488580524921417	0.2501969337463379	FALSE	FALSE	FALSE
SRM	2.831703101169314e-11	-0.7822116017341614	FALSE	FALSE	FALSE
EXOSC10-AS1	0.7744817733764648	0.10663683712482452	FALSE	FALSE	FALSE
EXOSC10	0.6313835978507996	-0.05904091149568558	FALSE	FALSE	FALSE
MTOR	0.16996842622756958	0.1407776176929474	FALSE	FALSE	FALSE
UBIAD1	0.10524536669254304	-0.25222769379615784	FALSE	FALSE	FALSE
DISP3	0.9741243720054626	0.01004385948181152	FALSE	FALSE	FALSE
FBXO2	8.894124286796156e-30	1.8823362588882449	TRUE	TRUE	FALSE
FBXO44	0.03286539390683174	0.29075887799263	FALSE	FALSE	FALSE
MAD2L2	4.002416062576231e-6	-0.6026648283004761	FALSE	FALSE	FALSE
FBXO6	0.5703191161155701	0.13190478086471558	FALSE	FALSE	FALSE
DRAXIN	0.13767404854297638	0.4478309452533722	FALSE	FALSE	FALSE
AGTRAP	0.07983563095331192	0.23951967060565948	FALSE	FALSE	FALSE
C1orf167	0.2983292043209076	0.2791972756385803	FALSE	FALSE	FALSE
MTHFR	0.626015841960907	0.06304734945297241	FALSE	FALSE	FALSE
CLCN6	0.1931179910898209	-0.14975200593471527	FALSE	FALSE	FALSE
NPPB	0.8740742206573486	0.01521971076726913	FALSE	FALSE	FALSE
ENSG00000285646	0.19415327906608584	0.25976473093032837	FALSE	FALSE	FALSE
KIAA2013	0.6069431900978088	0.06491147726774216	FALSE	FALSE	FALSE
PLOD1	3.2362473811886616e-10	0.5074001550674438	FALSE	FALSE	FALSE
MFN2	0.09825906902551652	0.15460264682769775	FALSE	FALSE	FALSE
MIIP	0.5215819478034973	-0.11960484832525252	FALSE	FALSE	FALSE
TNFRSF8	0.4581845998764038	0.24423977732658383	FALSE	FALSE	FALSE
TNFRSF1B	4.71109638064927e-29	-1.224210262298584	TRUE	FALSE	TRUE
VPS13D	0.4700641334056854	0.1039709374308586	FALSE	FALSE	FALSE
LINC02766	0.46722716093063354	0.24291665852069855	FALSE	FALSE	FALSE
DHRS3	0.46267515420913696	0.13767512142658234	FALSE	FALSE	FALSE
ENSG00000288927	0.8887749314308167	0.04884932562708855	FALSE	FALSE	FALSE
PDPN	0.9963003993034364	-0.00201239180751144	FALSE	FALSE	FALSE
PRDM2	0.08960363268852234	-0.183122456073761	FALSE	FALSE	FALSE
ENSG00000289380	0.10652506351470949	-0.38610050082206726	FALSE	FALSE	FALSE
KAZN	0.8931631445884705	-0.02089150063693523	FALSE	FALSE	FALSE
TMEM51-AS1	1.1814822631175744e-23	1.190381407737732	TRUE	TRUE	FALSE
TMEM51	0.00338292773813009	0.3604440987110138	FALSE	FALSE	FALSE
FHAD1	0.08211760222911835	0.47934848070144653	FALSE	FALSE	FALSE
EFHD2-AS1	0.19052797555923465	0.3831954896450043	FALSE	FALSE	FALSE
EFHD2	1.978746047679378e-19	-0.835581362247467	FALSE	FALSE	FALSE
CTRC	0.535764217376709	0.1324954628944397	FALSE	FALSE	FALSE
CASP9	0.00319852214306592	0.44368553161621094	FALSE	FALSE	FALSE
DNAJC16	0.3102351427078247	0.1199209913611412	FALSE	FALSE	FALSE
AGMAT	0.0783000960946083	-0.4973084330558777	FALSE	FALSE	FALSE
ENSG00000237301	0.20039761066436768	-0.17866632342338562	FALSE	FALSE	FALSE
DDI2	0.9381828308105468	-0.01589301228523254	FALSE	FALSE	FALSE
RSC1A1	0.37373530864715576	-0.20708683133125305	FALSE	FALSE	FALSE
PLEKHM2	0.24051088094711304	0.11308587342500688	FALSE	FALSE	FALSE
SLC25A34	0.00459235440939664	0.5541260242462158	FALSE	FALSE	FALSE
ENSG00000297277	0.5651943683624268	0.13590380549430847	FALSE	FALSE	FALSE
FBLIM1	6.431677320506424e-5	-0.3586977422237396	FALSE	FALSE	FALSE
SPEN-AS1	0.46701580286026	0.17246273159980774	FALSE	FALSE	FALSE
UQCRHL	0.6603919267654419	-0.11120009422302246	FALSE	FALSE	FALSE
SPEN	0.00945513695478439	-0.26911887526512146	FALSE	FALSE	FALSE
ZBTB17	0.859326183795929	0.03468731790781021	FALSE	FALSE	FALSE
HSPB7	0.8112062215805054	0.08304992318153381	FALSE	FALSE	FALSE
CLCNKA	0.6410036683082581	0.06024292856454849	FALSE	FALSE	FALSE
FAM131C	0.4731542766094208	-0.21849706768989563	FALSE	FALSE	FALSE
EPHA2	7.138648339122255e-9	0.5158312320709229	FALSE	FALSE	FALSE
EPHA2-AS1	0.6140540242195129	0.178480863571167	FALSE	FALSE	FALSE
ARHGEF19	0.05611810460686684	-0.3865659832954407	FALSE	FALSE	FALSE
ENSG00000291077	0.7430017590522766	-0.1225498840212822	FALSE	FALSE	FALSE
ENSG00000288398	0.5437546372413635	0.12552455067634585	FALSE	FALSE	FALSE
CPLANE2	0.6780004501342773	-0.10839272290468216	FALSE	FALSE	FALSE
ENSG00000293791	0.5197460651397705	0.16240599751472473	FALSE	FALSE	FALSE
FBXO42	4.466216341825202e-5	0.4378428459167481	FALSE	FALSE	FALSE
SZRD1	9.264856970503389e-8	-0.45325538516044617	FALSE	FALSE	FALSE
SPATA21	0.8305284976959229	0.06025819480419159	FALSE	FALSE	FALSE
NECAP2	0.6197476983070374	-0.05565377324819565	FALSE	FALSE	FALSE
CROCCP3	3.031947708223015e-4	0.5267288684844971	FALSE	FALSE	FALSE
LINC01772	0.01149647496640682	0.34219038486480713	FALSE	FALSE	FALSE
ENSG00000306228	0.3510033190250397	0.1294955015182495	FALSE	FALSE	FALSE
ENSG00000224174	0.2680051028728485	0.3380558490753174	FALSE	FALSE	FALSE
LINC01783	0.732950747013092	0.10118887573480606	FALSE	FALSE	FALSE
NBPF1	0.7052156329154968	-0.05124498158693313	FALSE	FALSE	FALSE
ENSG00000291072	0.8673602938652039	0.02990681678056717	FALSE	FALSE	FALSE
ENSG00000293920	0.00479842210188508	0.770970344543457	FALSE	FALSE	FALSE
ENSG00000293901	0.4118040204048157	0.23592808842658997	FALSE	FALSE	FALSE
ENSG00000290849	0.05027566850185394	-0.2804933786392212	FALSE	FALSE	FALSE
CROCC	0.10066058486700058	0.21916107833385468	FALSE	FALSE	FALSE
ENSG00000290851	0.13647425174713135	0.44777247309684753	FALSE	FALSE	FALSE
LINC03126	0.9060779809951782	-0.03683226555585861	FALSE	FALSE	FALSE
ENSG00000238142	0.20223046839237213	0.3339536190032959	FALSE	FALSE	FALSE
MFAP2	0.02322312071919441	-0.4487907588481903	FALSE	FALSE	FALSE
ENSG00000226526	0.32530754804611206	0.17160211503505707	FALSE	FALSE	FALSE
ATP13A2	2.10394182431628e-6	0.487949937582016	FALSE	FALSE	FALSE
ENSG00000288636	0.5821232199668884	0.15940675139427185	FALSE	FALSE	FALSE
SDHB	2.599142767678586e-8	-0.5687705278396606	FALSE	FALSE	FALSE
PADI2	0.2341700941324234	0.21887876093387604	FALSE	FALSE	FALSE
LINC02783	0.906282365322113	-0.04124031960964203	FALSE	FALSE	FALSE
PADI1	0.01292318291962146	0.6499110460281372	FALSE	FALSE	FALSE
PADI3	0.18597553670406344	0.2229921817779541	FALSE	FALSE	FALSE
PADI4	0.1327415555715561	0.16798146069049835	FALSE	FALSE	FALSE
RCC2	0.2803330719470978	-0.11732713878154756	FALSE	FALSE	FALSE
ENSG00000290096	0.39564505219459534	0.1430824100971222	FALSE	FALSE	FALSE
ENSG00000307703	0.28039222955703735	0.21819089353084564	FALSE	FALSE	FALSE
ARHGEF10L	0.00229155784472823	0.3568316400051117	FALSE	FALSE	FALSE
KLHDC7A	0.09584901481866837	0.18011923134326935	FALSE	FALSE	FALSE
ALDH4A1	7.500707288272679e-4	-0.38248947262763977	FALSE	FALSE	FALSE
IFFO2	2.6695228370954283e-5	0.46611273288726807	FALSE	FALSE	FALSE
ENSG00000272084	0.00928877107799053	0.34586235880851746	FALSE	FALSE	FALSE
UBR4	0.6340034008026123	0.0667073130607605	FALSE	FALSE	FALSE
EMC1-AS1	0.2177291363477707	0.374685138463974	FALSE	FALSE	FALSE
EMC1	0.7921562194824219	0.03283467143774032	FALSE	FALSE	FALSE
ENSG00000309633	0.45893481373786926	0.15837958455085754	FALSE	FALSE	FALSE
MRTO4	1.1017400099871957e-12	-0.7328569889068604	FALSE	FALSE	FALSE
AKR7L	0.18530583381652832	0.40640243887901306	FALSE	FALSE	FALSE
AKR7A3	0.3423978388309479	0.30632907152175903	FALSE	FALSE	FALSE
AKR7A2	0.00235929223708808	-0.35527265071868896	FALSE	FALSE	FALSE
SLC66A1	0.45387133955955505	-0.10997657477855682	FALSE	FALSE	FALSE
CAPZB	8.017858490347862e-4	-0.34938037395477295	FALSE	FALSE	FALSE
MICOS10	1.155857376033964e-6	-0.6104013919830322	FALSE	FALSE	FALSE
NBL1	0.6275822520256042	0.07899349182844162	FALSE	FALSE	FALSE
MICOS10-NBL1	0.13177044689655304	-0.2116515040397644	FALSE	FALSE	FALSE
HTR6	0.16805756092071533	0.2262584418058395	FALSE	FALSE	FALSE
TMCO4	0.31390881538391113	-0.16353243589401245	FALSE	FALSE	FALSE
OTUD3	0.0010006931843236	0.3622573912143707	FALSE	FALSE	FALSE
PLA2G5	0.35208719968795776	0.1823059767484665	FALSE	FALSE	FALSE
UBXN10	0.4811069667339325	0.08992333710193634	FALSE	FALSE	FALSE
VWA5B1	0.0295588131994009	0.2691882252693176	FALSE	FALSE	FALSE
LINC01141	0.9232455492019652	0.03212011605501175	FALSE	FALSE	FALSE
CAMK2N1	3.0764877010369673e-6	-0.4276946485042572	FALSE	FALSE	FALSE
ENSG00000289402	0.5158841013908386	-0.17187973856925964	FALSE	FALSE	FALSE
MUL1	0.913033127784729	-0.01871578395366668	FALSE	FALSE	FALSE
FAM43B	0.6451289653778076	0.09480546414852142	FALSE	FALSE	FALSE
CDA	0.22841225564479828	-0.3631770610809326	FALSE	FALSE	FALSE
PINK1	0.07855213433504105	0.1674051284790039	FALSE	FALSE	FALSE
PINK1-AS	0.9284695386886596	-0.01214740518480539	FALSE	FALSE	FALSE
DDOST	0.678514301776886	-0.05366303771734238	FALSE	FALSE	FALSE
KIF17	0.06404250860214233	-0.32935550808906555	FALSE	FALSE	FALSE
SH2D5	0.9616528749465942	-0.00788977649062872	FALSE	FALSE	FALSE
HP1BP3	0.7904086112976074	0.03051435761153698	FALSE	FALSE	FALSE
EIF4G3	0.9463421702384948	0.00888492353260517	FALSE	FALSE	FALSE
ENSG00000287192	0.965006947517395	-0.01219083555042743	FALSE	FALSE	FALSE
ECE1	0.00888323690742254	0.22678740322589871	FALSE	FALSE	FALSE
ECE1-AS1	0.5691547989845276	-0.15713591873645782	FALSE	FALSE	FALSE
NBPF3	3.607721591833979e-4	-0.44175323843955994	FALSE	FALSE	FALSE
ALPL	1.076830002944007e-7	-0.8270241022109985	FALSE	FALSE	FALSE
ENSG00000289715	0.2910236120223999	-0.27652615308761597	FALSE	FALSE	FALSE
RAP1GAP	3.8133501212419755e-14	1.8116663694381712	TRUE	TRUE	FALSE
USP48	0.6607477068901062	-0.04946780949831009	FALSE	FALSE	FALSE
LDLRAD2	0.22783395648002625	0.31322047114372253	FALSE	FALSE	FALSE
HSPG2	0.6406497955322266	-0.0645853653550148	FALSE	FALSE	FALSE
ENSG00000285959	0.6866982579231262	0.14080514013767242	FALSE	FALSE	FALSE
LINC00339	0.08468998223543167	0.32978692650794983	FALSE	FALSE	FALSE
ENSG00000289694	0.00118617876432836	-0.35151124000549316	FALSE	FALSE	FALSE
CDC42-AS1	0.8410800695419312	-0.07641202211380005	FALSE	FALSE	FALSE
CDC42	0.00164219259750098	-0.33863791823387146	FALSE	FALSE	FALSE
