Gene	fdr	slfc	significant	sig_up	sig_down
DNAJC11	8.156030162354e-7	0.44451192021369934	FALSE	FALSE	FALSE
CAMTA1-DT	0.7396257519721985	0.10375268012285233	FALSE	FALSE	FALSE
CAMTA1	1.4374798047356308e-4	-0.4715002477169037	FALSE	FALSE	FALSE
VAMP3	1.9333876480231993e-5	0.47370195388793945	FALSE	FALSE	FALSE
ENSG00000269925	0.3820825517177582	0.2978653311729431	FALSE	FALSE	FALSE
PER3	0.00403744680806994	-0.4330228567123413	FALSE	FALSE	FALSE
TNFRSF9	0.9026057720184326	-0.04999112337827682	FALSE	FALSE	FALSE
PARK7	0.5735108256340027	-0.11189929395914078	FALSE	FALSE	FALSE
ENSG00000299004	0.7674093246459961	-0.08143448084592819	FALSE	FALSE	FALSE
ENSG00000284747	0.1017087548971176	0.3798710107803345	FALSE	FALSE	FALSE
ERRFI1	0.1325765699148178	-0.15164010226726532	FALSE	FALSE	FALSE
ERRFI1-DT	0.3703632354736328	-0.32331058382987976	FALSE	FALSE	FALSE
LINC01714	0.8597828149795532	0.07315866649150848	FALSE	FALSE	FALSE
SLC45A1	0.8952699899673462	0.02768735215067863	FALSE	FALSE	FALSE
RERE	5.7572477453061804e-21	-0.740328848361969	FALSE	FALSE	FALSE
ENO1	7.429127890645759e-6	0.5265646576881409	FALSE	FALSE	FALSE
ENO1-AS1	0.2226117253303528	0.4615902006626129	FALSE	FALSE	FALSE
CA6	0.03487478569149971	0.4774531126022339	FALSE	FALSE	FALSE
SLC2A5	0.08330324292182922	0.6829695105552673	FALSE	FALSE	FALSE
GPR157	0.995759904384613	-0.00200836244039237	FALSE	FALSE	FALSE
MIR34AHG	6.53743086331815e-8	0.8633434176445007	FALSE	FALSE	FALSE
LNCTAM34A	0.02462111972272396	-0.40108489990234375	FALSE	FALSE	FALSE
ENSG00000301983	0.05748582631349563	-0.65731048583984375	FALSE	FALSE	FALSE
ENSG00000301968	0.02121299318969249	-0.5029311180114746	FALSE	FALSE	FALSE
H6PD	1.124185073422268e-4	-0.4404072165489197	FALSE	FALSE	FALSE
SPSB1	2.959414757697232e-7	-0.6845299005508423	FALSE	FALSE	FALSE
ENSG00000284652	0.4234676361083984	-0.35843393206596375	FALSE	FALSE	FALSE
LINC02606	0.00678065605461597	-0.6765487790107727	FALSE	FALSE	FALSE
SLC25A33	0.5113803744316101	0.12769196927547455	FALSE	FALSE	FALSE
TMEM201	0.00135416397824883	0.40951019525527954	FALSE	FALSE	FALSE
PIK3CD	0.4765557050704956	-0.09552616626024246	FALSE	FALSE	FALSE
PIK3CD-AS2	2.7455194867798127e-5	-1.2044461965560913	TRUE	FALSE	TRUE
CLSTN1	2.257096057292074e-4	0.3406468331813812	FALSE	FALSE	FALSE
CTNNBIP1	0.9140355587005616	0.01906860619783401	FALSE	FALSE	FALSE
ENSG00000228150	0.3931882381439209	0.37701067328453064	FALSE	FALSE	FALSE
LZIC	0.28192704916000366	-0.13286952674388883	FALSE	FALSE	FALSE
NMNAT1	0.6765835285186768	0.07026755064725876	FALSE	FALSE	FALSE
ENSG00000241326	0.89603590965271	0.04975102469325065	FALSE	FALSE	FALSE
RBP7	0.8204278945922852	0.1084764450788498	FALSE	FALSE	FALSE
UBE4B	0.00814096722751855	-0.24678567051887512	FALSE	FALSE	FALSE
KIF1B	0.511252224445343	-0.10716895759105682	FALSE	FALSE	FALSE
ENSG00000284642	0.1761125773191452	0.5617550015449524	FALSE	FALSE	FALSE
PGD	0.03155294805765152	-0.23731167614459991	FALSE	FALSE	FALSE
CENPS-CORT	0.12286337465047836	-0.3271161913871765	FALSE	FALSE	FALSE
CENPS	0.12458913028240204	-0.3150467872619629	FALSE	FALSE	FALSE
CORT	0.25766032934188843	-0.4819228351116181	FALSE	FALSE	FALSE
DFFA	0.01047748606652021	0.2645169794559479	FALSE	FALSE	FALSE
PEX14	0.01779626309871673	0.3377012610435486	FALSE	FALSE	FALSE
CASZ1	0.153129443526268	0.5385435819625854	FALSE	FALSE	FALSE
ENSG00000272078	0.22024796903133392	-0.5127115845680237	FALSE	FALSE	FALSE
C1orf127	0.1917135119438171	0.24356642365455627	FALSE	FALSE	FALSE
TARDBP	0.8825809359550476	0.01846607774496078	FALSE	FALSE	FALSE
MASP2	0.6231288313865662	-0.2234773188829422	FALSE	FALSE	FALSE
SRM	0.02907625399529934	0.3505774140357971	FALSE	FALSE	FALSE
EXOSC10-AS1	0.6952492594718933	0.16974979639053345	FALSE	FALSE	FALSE
EXOSC10	0.00113881239667534	0.3445463478565216	FALSE	FALSE	FALSE
MTOR	0.7142110466957092	-0.04688108339905739	FALSE	FALSE	FALSE
UBIAD1	0.3469874858856201	-0.15450456738471985	FALSE	FALSE	FALSE
DISP3	0.5594400763511658	-0.24738487601280212	FALSE	FALSE	FALSE
FBXO2	6.71144618991093e-7	0.9673284292221068	FALSE	FALSE	FALSE
FBXO44	0.120558001101017	-0.21479502320289612	FALSE	FALSE	FALSE
MAD2L2	0.04568758234381676	-0.3063460886478424	FALSE	FALSE	FALSE
FBXO6	0.2757072150707245	0.2407820224761963	FALSE	FALSE	FALSE
DRAXIN	0.01229441352188587	0.9614803791046144	FALSE	FALSE	FALSE
AGTRAP	0.12725941836833954	0.2198408842086792	FALSE	FALSE	FALSE
C1orf167	0.92958801984787	-0.04653070494532585	FALSE	FALSE	FALSE
MTHFR	0.7398025989532471	0.05471646040678024	FALSE	FALSE	FALSE
CLCN6	4.890510354016442e-6	0.42799943685531616	FALSE	FALSE	FALSE
NPPB	0.19921062886714935	0.21513237059116364	FALSE	FALSE	FALSE
ENSG00000285646	0.5068034529685974	0.286869615316391	FALSE	FALSE	FALSE
KIAA2013	0.00549574149772524	0.3222377300262451	FALSE	FALSE	FALSE
PLOD1	1.7148308688774705e-4	0.3372564911842346	FALSE	FALSE	FALSE
MFN2	0.28115683794021606	0.11386042088270187	FALSE	FALSE	FALSE
MIIP	0.18149857223033905	-0.23825696110725403	FALSE	FALSE	FALSE
TNFRSF8	0.07347714900970459	0.7200661897659302	FALSE	FALSE	FALSE
TNFRSF1B	2.703594912913587e-15	-0.9495245814323424	FALSE	FALSE	FALSE
VPS13D	0.8504093289375305	-0.03772993013262749	FALSE	FALSE	FALSE
LINC02766	0.06820283830165863	-0.665128767490387	FALSE	FALSE	FALSE
DHRS3	8.655697319409832e-28	-1.336595892906189	TRUE	FALSE	TRUE
ENSG00000288927	0.5249890089035034	0.28090545535087585	FALSE	FALSE	FALSE
PDPN	1.6734004671145825e-19	-2.0103893280029297	TRUE	FALSE	TRUE
PRDM2	1.1809798934336868e-6	-0.48878246545791626	FALSE	FALSE	FALSE
ENSG00000289380	0.14424167573451996	-0.5617594718933105	FALSE	FALSE	FALSE
KAZN	0.02006945386528968	0.2693898677825928	FALSE	FALSE	FALSE
TMEM51-AS1	4.855874715184189e-16	1.0446710586547852	TRUE	TRUE	FALSE
TMEM51	0.8402017951011658	0.03345827758312225	FALSE	FALSE	FALSE
FHAD1	0.9513733386993408	0.03263621404767036	FALSE	FALSE	FALSE
EFHD2-AS1	0.8804691433906555	0.07835932075977325	FALSE	FALSE	FALSE
EFHD2	0.1653282344341278	-0.18721023201942444	FALSE	FALSE	FALSE
CTRC	0.6520283818244934	0.1801736205816269	FALSE	FALSE	FALSE
CASP9	0.313546746969223	0.18043652176856995	FALSE	FALSE	FALSE
DNAJC16	0.00153861939907073	0.373012512922287	FALSE	FALSE	FALSE
AGMAT	0.7303134202957153	-0.16943515837192535	FALSE	FALSE	FALSE
ENSG00000237301	0.42644909024238586	-0.1801663339138031	FALSE	FALSE	FALSE
DDI2	0.4505857229232788	-0.12405038625001907	FALSE	FALSE	FALSE
RSC1A1	0.4904945194721222	-0.19120241701602936	FALSE	FALSE	FALSE
PLEKHM2	0.1927810460329056	0.12072132527828217	FALSE	FALSE	FALSE
SLC25A34	0.03984251990914345	0.4684509038925171	FALSE	FALSE	FALSE
ENSG00000297277	0.43501171469688416	-0.3440207839012146	FALSE	FALSE	FALSE
FBLIM1	8.905990611651761e-9	-0.5150941014289856	FALSE	FALSE	FALSE
SPEN-AS1	0.17465509474277496	0.3179580569267273	FALSE	FALSE	FALSE
UQCRHL	0.41748321056365967	0.2206014096736908	FALSE	FALSE	FALSE
SPEN	0.00107175717130303	-0.3545360565185547	FALSE	FALSE	FALSE
ZBTB17	0.6559377908706665	-0.08256399631500244	FALSE	FALSE	FALSE
HSPB7	0.00312207941897213	0.9473187923431396	FALSE	FALSE	FALSE
CLCNKA	0.6199896931648254	0.11025095731019974	FALSE	FALSE	FALSE
FAM131C	0.5001075863838196	-0.304879367351532	FALSE	FALSE	FALSE
EPHA2	4.306672884639577e-20	0.7624461054801941	FALSE	FALSE	FALSE
EPHA2-AS1	0.2686804533004761	0.4649980664253235	FALSE	FALSE	FALSE
ARHGEF19	9.236689191283176e-11	-1.1601970195770264	TRUE	FALSE	TRUE
ENSG00000291077	0.1617189645767212	-0.5127295851707458	FALSE	FALSE	FALSE
ENSG00000288398	0.02578287571668625	0.41120895743370056	FALSE	FALSE	FALSE
CPLANE2	0.7950883507728577	-0.0800054594874382	FALSE	FALSE	FALSE
ENSG00000293791	0.9323940873146056	0.04185879230499267	FALSE	FALSE	FALSE
FBXO42	0.07683581858873367	0.2123935669660568	FALSE	FALSE	FALSE
SZRD1	0.07631123065948486	0.1874234229326248	FALSE	FALSE	FALSE
SPATA21	0.8252245783805847	0.10533582419157028	FALSE	FALSE	FALSE
NECAP2	4.603038838979501e-9	0.4822203814983368	FALSE	FALSE	FALSE
CROCCP3	0.9663687944412231	0.0092858662828803	FALSE	FALSE	FALSE
LINC01772	3.4329632777989343e-13	1.113853096961975	TRUE	TRUE	FALSE
ENSG00000306228	0.27584314346313477	-0.4244431257247925	FALSE	FALSE	FALSE
ENSG00000224174	0.00937389861792326	0.9892429113388062	FALSE	FALSE	FALSE
LINC01783	0.48114868998527527	0.2923393249511719	FALSE	FALSE	FALSE
NBPF1	0.1330747753381729	-0.1774231344461441	FALSE	FALSE	FALSE
ENSG00000291072	0.7761214971542358	-0.05412344262003898	FALSE	FALSE	FALSE
ENSG00000293920	0.8438047170639038	0.09527125954627992	FALSE	FALSE	FALSE
ENSG00000293901	0.8582653403282166	0.0929015651345253	FALSE	FALSE	FALSE
ENSG00000290849	0.00611404562368989	0.4994437098503113	FALSE	FALSE	FALSE
CROCC	0.01878713071346283	-0.28929126262664795	FALSE	FALSE	FALSE
ENSG00000290851	0.9529012441635132	-0.02917836047708988	FALSE	FALSE	FALSE
LINC03126	0.8369547128677368	0.09053213149309158	FALSE	FALSE	FALSE
ENSG00000238142	0.0537777878344059	0.5440027713775635	FALSE	FALSE	FALSE
MFAP2	0	-2.326465129852295	TRUE	FALSE	TRUE
ENSG00000226526	0.2094094455242157	0.3590458631515503	FALSE	FALSE	FALSE
ATP13A2	4.054549022339935e-18	0.9459900856018066	FALSE	FALSE	FALSE
ENSG00000288636	3.961759284720756e-5	1.0702439546585083	TRUE	TRUE	FALSE
SDHB	0.600856602191925	0.08464334905147552	FALSE	FALSE	FALSE
PADI2	0.02121299318969249	0.5467981696128845	FALSE	FALSE	FALSE
LINC02783	0.1308598667383194	0.550016462802887	FALSE	FALSE	FALSE
PADI1	2.1617177117150277e-4	1.4223028421401978	TRUE	TRUE	FALSE
PADI3	0.04254995658993721	0.4346175491809845	FALSE	FALSE	FALSE
PADI4	0.12880194187164307	0.3113729655742645	FALSE	FALSE	FALSE
RCC2	3.807541846916062e-14	-0.6812189817428589	FALSE	FALSE	FALSE
ENSG00000290096	0.8124560117721558	0.09868457913398744	FALSE	FALSE	FALSE
ENSG00000307703	0.6831161975860596	0.17050275206565857	FALSE	FALSE	FALSE
ARHGEF10L	0.8729329109191895	-0.02750197425484657	FALSE	FALSE	FALSE
KLHDC7A	0.09607094526290894	0.32527822256088257	FALSE	FALSE	FALSE
ALDH4A1	0.15655212104320526	0.18651407957077024	FALSE	FALSE	FALSE
IFFO2	0.943724513053894	-0.01172586157917976	FALSE	FALSE	FALSE
ENSG00000272084	0.06897038221359253	-0.2207900583744049	FALSE	FALSE	FALSE
UBR4	0.00101211061701178	-0.407900869846344	FALSE	FALSE	FALSE
EMC1-AS1	0.8305341005325317	-0.09098666161298752	FALSE	FALSE	FALSE
EMC1	5.89593840416569e-9	0.5717493295669556	FALSE	FALSE	FALSE
ENSG00000309633	0.27727073431015015	0.3436261713504791	FALSE	FALSE	FALSE
MRTO4	0.01659775525331497	0.33208411931991577	FALSE	FALSE	FALSE
AKR7L	0.7172861099243164	0.16679400205612183	FALSE	FALSE	FALSE
AKR7A3	0.8290197849273682	-0.10197318345308304	FALSE	FALSE	FALSE
AKR7A2	0.4563986659049988	-0.09988698363304138	FALSE	FALSE	FALSE
SLC66A1	0.04808982089161873	0.2882532477378845	FALSE	FALSE	FALSE
CAPZB	0.7718586325645447	-0.04483558237552643	FALSE	FALSE	FALSE
MICOS10	0.4929408133029938	-0.12396135926246644	FALSE	FALSE	FALSE
NBL1	7.197358658813591e-31	-1.2655014991760254	TRUE	FALSE	TRUE
MICOS10-NBL1	9.803484157347205e-16	-0.9812766909599304	FALSE	FALSE	FALSE
HTR6	0.9776211977005004	0.01442001946270465	FALSE	FALSE	FALSE
TMCO4	0.4195244312286377	-0.13708670437335968	FALSE	FALSE	FALSE
OTUD3	9.90069224826584e-7	0.6368762850761414	FALSE	FALSE	FALSE
PLA2G5	0.24724707007408145	0.3312069773674011	FALSE	FALSE	FALSE
UBXN10	0.33988529443740845	0.18086110055446625	FALSE	FALSE	FALSE
VWA5B1	0.02836110815405845	0.4915899336338043	FALSE	FALSE	FALSE
LINC01141	0.22358380258083344	0.4460413455963135	FALSE	FALSE	FALSE
CAMK2N1	6.453616661019623e-4	-0.3075404167175293	FALSE	FALSE	FALSE
ENSG00000289402	0.13128328323364258	-0.5955120921134949	FALSE	FALSE	FALSE
MUL1	1.7492387269157916e-4	0.4196646213531494	FALSE	FALSE	FALSE
FAM43B	0.5599768757820129	0.2055115103721619	FALSE	FALSE	FALSE
CDA	0.6539117693901062	0.19829167425632477	FALSE	FALSE	FALSE
PINK1	0.00505534373223781	0.3097952604293823	FALSE	FALSE	FALSE
PINK1-AS	9.656204929342492e-5	0.37964972853660583	FALSE	FALSE	FALSE
DDOST	0.12595494091510773	0.16659551858901978	FALSE	FALSE	FALSE
KIF17	1.873408450592251e-6	0.8551201820373535	FALSE	FALSE	FALSE
SH2D5	0	2.609959363937378	TRUE	TRUE	FALSE
HP1BP3	0.934122622013092	-0.01093410514295101	FALSE	FALSE	FALSE
EIF4G3	0.12569083273410797	0.1679268777370453	FALSE	FALSE	FALSE
ENSG00000287192	0.6651356220245361	0.15205076336860657	FALSE	FALSE	FALSE
ECE1	0.8338273167610168	-0.02696994133293628	FALSE	FALSE	FALSE
ECE1-AS1	0.8122115731239319	0.09104455262422562	FALSE	FALSE	FALSE
NBPF3	1.2299466334297904e-8	-0.6910954117774963	FALSE	FALSE	FALSE
ALPL	0	-2.064016819000244	TRUE	FALSE	TRUE
ENSG00000289715	0.0063445926643908	-1.0582633018493652	TRUE	FALSE	TRUE
RAP1GAP	7.266367005711108e-15	2.12813138961792	TRUE	TRUE	FALSE
USP48	0.00122569035738706	-0.2895597219467163	FALSE	FALSE	FALSE
LDLRAD2	0.00267840595915913	0.6778585910797119	FALSE	FALSE	FALSE
HSPG2	0.07695335149765015	0.2308284342288971	FALSE	FALSE	FALSE
ENSG00000285959	0.05949215963482857	-0.5890870094299316	FALSE	FALSE	FALSE
LINC00339	0.01781586557626724	-0.4272720217704773	FALSE	FALSE	FALSE
ENSG00000289694	0.0850890651345253	0.2064605951309204	FALSE	FALSE	FALSE
CDC42-AS1	0.7769207954406738	-0.14339767396450043	FALSE	FALSE	FALSE
CDC42	0.1028660014271736	0.1932905316352844	FALSE	FALSE	FALSE
